"symbol_time","symbol","cell_text"
"20-Jul-23  10:14 ET","TSLA","Tesla fails to steer around margin concerns in Q2, sending shares in reverse
  (273.55 
-17.71
)
Record vehicle deliveries and moderating raw materials prices helped 
Tesla
 (
TSLA
) drive past 2Q23 EPS and revenue expectations, but the EV makers' declining margins, aggressive investment plans, and warning that more price cuts may be on the way have the stock in reverse today.
With shares skyrocketing by about 140% this year, resulting in a steep 1-year forward P/E of around 60x, 
TSLA
 had little room for error. While there are plenty of positives, including a reaffirm of FY23 production of 1.8 mln vehicles, the blemishes are significant enough to elicit a profit-taking pullback.
Heading into the report, a popular narrative was that 
TSLA
's margins were set to stabilize in Q2, setting the stage for meaningful improvements in 2H23. Now, however, that presumption looks premature after 
TSLA
's automotive gross margin slipped to about 18%, while GAAP gross margin dove by 682 bps yr/yr to 18.2%, missing expectations. 
The bigger issue, though, is that Elon Musk signaled that more margin-eroding price cuts could soon be on the way as the EV price war rages on. Compared to a year ago, the average selling price has already fallen by nearly 20%.
After digesting that news, earnings call participants were greeted by Musk's proclamation that 
TSLA
 will spend more than $1.0 bln by the end of 2024 to develop a supercomputer called ""Dojo."" That disclosure isn't sitting too well with investors who are becoming increasingly anxious about 
TSLA
's profitability. 
In typical Musk fashion, the eccentric CEO promised that the investments in Dojo, which is accumulating massive amounts of video data from 
TSLA
 vehicles, will ultimately make the company's current financial metrics ""look silly."" Dojo will be used to power 
TSLA
's full self-driving (FSD) technology and is viewed by Musk as the key to substantially increasing the value of current and future vehicles.
Musk is comfortable with the idea of sacrificing margins for volume since more cars on the road now equates to greater FSD-related revenue down the road. Of course, Musk has over-promised and under-delivered on the development of FSD, so investors are taking his statements with a grain of salt. 
On that note, during the earnings call, he said that he thinks FSD will be better than human driving capability by the end of this year.
Speaking of ""looking silly"", the Cybertruck was another main topic last night, with Musk seemingly walking back the expectation that deliveries will begin in Q1. Instead, he simply stated that the first deliveries are slated for later this year and that production will gradually increase in 2024.
Overall, it's a mixed bag for 
TSLA
 with sales remaining very healthy, but at the expense of margins. Participants wanted to come away from this report with the feeling that margins have bottomed out and are set to improve in 2H, but that didn't happen, resulting in a profit-taking sell-off.
 "
"20-Jul-23  06:01 ET","TSLA","Tesla: Key comments from conference call last night
  (291.26)
The company achieved record vehicle production and deliveries.
Dojo training computer is designed to significantly reduce the cost of neural net training. Also expects to use Nvidia (NVDA) for training computers.
Tesla has more units on the road collecting AI data
The company continues to target 1.8mm vehicle deliveries this year, although it expects that Q3 production will be a little bit down because of summer shutdowns for a lot of factory upgrades.
The short-term variances in gross margin and profitability really are minor relative to the long-term picture.
When interest rates rise, the company said it has to reduce the price of the car because the interest payments increase the price of the car.
CyberTruck has a lot of new technology in it.
CyberTruck deliveries will start in 2023 and production will increase in 2024.
 "
"19-Jul-23  16:10 ET","TSLA","Tesla beats by $0.11, beats on revs, GAAP gross margin of 18.2%, reaffirms FY23 guidance for deliveries of about 1.8 mln 
  (291.26 
-2.08
)
Reports Q2 (Jun) earnings of $0.91 per share, excluding non-recurring items, 
$0.11 
better than
 the FactSet Consensus of $0.80; revenues rose 47.2% year/year to $24.93 bln vs the $24.22 bln FactSet Consensus.
Total Deliveries of 466,140, up 83% yr/yr.
Total GAAP gross margin decreased 682 bps y/yr to 18.2%.
Operating income decreased slightly to $2.4B in Q2, resulting in a 9.6% operating margin. Operating income was impacted by reduced ASP due to mix and pricing, cost of production ramp of 4680 cells and other related charges, and - increase in Operating expenses driven by Cybertruck, AI and other large projects.
Outlook
: ""We are planning to grow production as quickly as possible in alignment with the 50% CAGR target we began guiding to in early 2021. In some years we may grow faster and some we may grow slower, depending on a number of factors. 
For 2023, we expect to remain ahead of the long-term 50% CAGR with around 1.8 million vehicles for the year.""
 "
"19-Jul-23  16:05 ET","TSLA","Tesla prelim Q2 $0.91 vs $0.80 FactSet Consensus; revs $24.93 bln vs $24.22 bln FactSet Consensus
 
 "
"19-Jul-23  15:11 ET","TSLA","Tesla shares lower by 0.2% ahead of earnings tonight after the close
  (292.69 
-0.66
)
 
 "
"19-Jul-23  12:37 ET","TSLA","Tesla earnings preview - Price-cutting strategy has amped up demand, but margins remain a focal point
  (294.37 
+1.03
)
After the close, 
Tesla 
(
TSLA
) is scheduled to report 2Q23 earnings with a conference call set to follow at 5:30 p.m. ET. The electric vehicle maker's earnings report is expected to be posted on the Investor Relations page of its website at about 4:05 p.m., followed soon thereafter by a press release.
The current FactSet consensus estimate stands at EPS of $0.80 and $24.2 bln, reflecting an estimated yr/yr EPS decline of 65% on a 43% increase in revenue.
On July 3, 
TSLA
 reported record Q2 deliveries of 466,140 (+83% yr/yr), exceeding expectations while illustrating that its aggressive price-cutting strategy has amped up demand
. 
Similar to last quarter, 
TSLA
's automotive gross margin (excluding regulatory credits) will be under the spotlight as participants assess the impact of the company's price cuts.
 In Q1, automotive gross margin cratered by five percentage points sequentially to about 16%, while 
TSLA
's overall gross margin of 19% fell well short of estimates.
The general expectation among analysts is that margins will bottom out this quarter before improving in 2H23. With production and volumes ramping up at the Austin, TX and Berlin, Germany factories, manufacturing efficiencies should be improving, providing a boost to automotive gross margins.
The big news this week was that 
TSLA
 built its first Cybertruck at the Austin, TX factory
. During the Q1 earnings call in April, Elon Musk commented that there's a ""tremendous amount of demand"" for Cybertruck, which represents 
TSLA
's first new vehicle launch since it introduced the Model Y SUV in 2020. However, Cybertruck won't move the needle much this year in terms of deliveries and revenue as 
TSLA
 gradually ramps up production. Next year, though, Cybertruck is poised to become a significant growth catalyst.
TSLA
's production guidance, which should be provided in the shareholder deck, will also be closely monitored. Last quarter, the company reaffirmed its expectation to deliver about 1.8 mln vehicles in FY23
, representing impressive yr/yr growth of 31%. Elon Musk upped the ante during the earnings call, though, stating that the company may be able to reach the 2.0 mln mark this year for deliveries.
The stock is red-hot heading into the report, soaring by about 140% on a year-to-date basis. In turn, the stock's valuation has reached sky-high levels with a 1-year forward P/E of around 60x.
 The impressive rally and rich valuation raises the risk of a sell-the-news reaction, but it's also worth keeping in mind that 
TSLA
 hasn't missed EPS expectations since 2Q19. (PVIEW)
 "
"17-Jul-23  14:07 ET","TSLA","Tesla aiming to create largest German auto factory, according to WSJ
  (288.13 
+6.68
)
WSJ
 "
"17-Jul-23  11:44 ET","TSLA","Story Stocks: Tesla receives another jolt after announcing initial Cybertruck production (
TSLA
)
Tesla (
TSLA
) shares have been supercharged over the past two months, surging by about 75% since mid-May, and now the stock is amped up again after the company announced that the first Cybertruck was built at its Austin, Texas facility. Originally planned for production in 2021, the Cybertruck has...
  Full Article 
 "
"17-Jul-23  10:59 ET","TSLA","Tesla receives another jolt after announcing initial Cybertruck production, but price war heating up
  (285.17 
+3.79
)
Tesla
 (
TSLA
) shares have been supercharged over the past two months, surging by about 75% since mid-May, and now the stock is amped up again after the company announced that the first Cybertruck was built at its Austin, Texas facility. 
Originally planned for production in 2021, the Cybertruck has been both a source of excitement and frustration for investors as delays continually pushed the launch date out. With the finish line finally in sight -- 
TSLA
 is expecting its first deliveries in Q3 -- the long-awaited (and funny-looking) Cybertruck is poised to become its next major growth catalyst.
During the Q2 earnings call in April, Elon Musk commented that there's a ""tremendous amount of demand"" for Cybertruck, which represents 
TSLA
's first new vehicle launch since it introduced the Model Y SUV in 2020. 
However, it will take some time before it becomes a meaningful contributor on the top-line as 
TSLA
 ramps up production. In fact, if 
TSLA
 cracks the 10,000 mark for deliveries this year, that would likely be viewed as a success. For some perspective, the company is targeting total deliveries of approximately 1.8 mln for FY23.
Furthermore, 
TSLA
's automotive gross margin will likely be pressured due to the manufacturing inefficiencies associated with low production rates. Considering that 
TSLA
's margins are already being squeezed from its price-cutting strategy, the prospects of another dip in margins isn't great news. 
Last quarter, automotive gross margin (excluding regulatory credits) cratered by five percentage points sequentially to about 16%. 
CFO Zachary Kirkhorn had previously stated that automotive gross margin should stay above 20% for FY23, but that seems unlikely now -- especially since 
TSLA
 just announced another set of price decreases in China.
Market participants, though, are looking ahead to FY24 when Cybertruck production has fully ramped up and deliveries are moving the needle. The general expectation is that margins should bottom out in 2H23 before rebounding in FY24, setting the stage for strong earnings growth next year. On that note, analysts are currently forecasting EPS to grow by more than 40% in FY24, compared to a projected 16% drop this year.
There are still some key unknowns. 
For instance, the price for Cybertruck has yet to be disclosed. Musk has noted in the past that Cybertruck has some new technology and that its frame is made out stainless steel, making it expensive to produce. In an environment in which 
TSLA
 is frequently cutting prices to drive demand up, we're curious whether a higher-priced EV with an odd design will meet the high delivery expectations that are set for it. 
Earlier this morning, 
Ford Motor
 (
F
) reported that it lowered the price of its F-150 Lightning pickup truck by up to 17% as the EV price war heats up. Combined with the Cybertruck launch news, the price cut disclosure has sent shares of Ford sharply lower. 
Rivian
 (
RIVN
), which makes the R1T pickup truck, is also notably lower on rising competition concerns. 
The bottom line is that the production of the first Cybertruck at the Texas facility marks an important milestone for 
TSLA
 and signals that a new growth catalyst is on the horizon. There may be some more bumps in the road as it relates to 
TSLA
's margins, but market participants seem to be looking beyond those issues and focusing on a return to solid earnings growth in FY24.
 "
"17-Jul-23  06:01 ET","TSLA","Tesla announces that first Cybertruck has been built in Texas
  (281.38)
Tweet
 "
"23-Aug-23  14:39 ET","TSLA","Tesla +1.8% mounts a comeback after opening down -1.6%; shares amid a relief rally after tumbling over 18% since Q2 earnings in mid-July
  (237.40 
+4.21
)
 
 "
"23-Aug-23  07:32 ET","TSLA","Tesla Germany plant is lowering production targets, according to Reuters, citing Business Insider
  (233.19)
Reuters
Business Insider
 "
"17-Aug-23  13:50 ET","TSLA","Tesla planning to enter rental car market starting with pilot program in Texas, according to TeslaRati
  (223.19 
-2.47
)
TeslaRati
 (potential related stocks: 
HTZ
, 
CAR
)
 "
"14-Aug-23  13:35 ET","TSLA","Story Stocks: Tesla encounters a speed bump today after reportedly implementing further price cuts in China (
TSLA
)
  (238.50 
-4.15
)
Tesla (
TSLA
 -1%) hits a speed bump after reportedly slashing prices in China today. The company cut the cost of the Long Range and Performance Model Y by around $1,900 while extending an insurance subsidy for the base Model 3 through the end of September. The price cuts reflect stalling recovery...
  Full Article 
 "
"14-Aug-23  12:04 ET","TSLA","Tesla encounters a speed bump today after reportedly implementing further price cuts in China
  (237.36 
-5.30
)
Tesla (
TSLA
 -2%)
 hits a speed bump after reportedly slashing prices in China today. The company cut the cost of the Long Range and Performance Model Y by around $1,900 while extending an insurance subsidy for the base Model 3 through the end of September. The price cuts reflect stalling recovery efforts in the region.
 It is not the first time Tesla has trimmed its pricing in China. Last month, Tesla reduced the prices of its Model S and X vehicles in the region by roughly $4,825, following its decision a month earlier to provide cash subsidies to particular Model 3 buyers. Meanwhile, throughout 2022, Tesla was lowering prices across the board, a move that worried investors as it reflected growing competitive risks in the country. 
 Speaking of the competition, Tesla's price cuts today follow in the footsteps of competing China-based electric vehicle (EV) manufacturers. 
Li Auto (LI)
 lowered its average selling price in Q2 to spur more robust delivery growth. 
Nio (NIO) 
reduced prices by over $4,000 despite actively trying to avoid a price war in June. 
XPeng (XPEV)
, which reports Q2 results on Friday, slashed prices of its base models earlier this year to better contend with a challenging demand environment. 
The price war among EV makers in China does not bode well for Tesla -- or its rivals, for that matter -- which is already in hot water regarding the price cuts it announced across many other markets, including the U.S. and Europe, and their negative effect on margins. 
 Last month, shares sunk by 10% on a disappointing Q2 report, headlined by GAAP gross margins tumbling over 680 bps yr/yr to 18.2%. The market was likely anticipating margin stabilization ahead of Tesla's Q2 results. However, even after a significant yr/yr contraction, CEO Elon Musk signaled continual margin pressure over the near term. 
Without Tesla breaking down its deliveries by geography, it is unclear how much the price cuts in China affected the company's record delivery figures in Q2. However, given that its China-based rivals, including XPEV and BYD, as well as other global OEMs, like Volkswagen Group, saw a spike in deliveries during Q2, the cuts likely provided a meaningful boost to Q2 deliveries for Tesla.
  If Mr. Musk's comments last quarter are any indication, stating that he would rather sacrifice margin for volume, price cuts will likely continue as long as global economic conditions remain relatively weak to continue fueling upbeat delivery reports. Adding further evidence, Mr. Musk also noted during the Q2 earnings call that the company adjusts course according to the public's mood. 
As the price war remains active in China, Tesla will struggle to carve out a bottom regarding margins. It helps that commodity costs, including nickel, cobalt, and graphite, have declined across the board, translating to thousands of dollars of positive impact per vehicle. Nevertheless, Tesla shares could have trouble breaking above levels before Q2 earnings until prices, and thus margins, stabilize.
 "
"07-Aug-23  09:05 ET","TSLA","Tesla appointed Vaibhav Taneja as Chief Financial Officer in addition to his current role as Chief Accounting Officer, to succeed Zachary Kirkhorn
  (253.86)
Mr. Kirkhorn stepped down as of August 4, after a thirteen-year tenure with the company, the last four years of which he has served as Master of Coin and Chief Financial Officer. During his tenure, Tesla has seen tremendous expansion and growth. Tesla thanks Mr. Kirkhorn for his significant contributions. Mr. Kirkhorn will continue to serve Tesla through the end of the year to support a seamless transition.
  Prior to this appointment as CFO, Mr. Taneja served as Tesla's Chief Accounting Officer since March 2019, as Corporate Controller from May 2018, and as Assistant Corporate Controller between February 2017 and May 2018. Mr. Taneja served in various finance and accounting roles at SolarCity from March 2016. Prior to that, Mr. Taneja was employed at PricewaterhouseCoopers in both India and the U.S. between July 1999 and March 2016.
 "
"07-Aug-23  06:01 ET","TSLA","Tesla CEO Elon Musk tweets ""I’m getting an MRI of my neck & upper back tomorrow.   May require surgery before the fight can happen. Will know this week""
  (253.86)
Tweet
 "
"28-Jul-23  10:20 ET","TSLA","Tesla had discussions with India investment agency, according to Reuters
  (263.47 
+7.78
)
Reuters
 "
"26-Jul-23  16:00 ET","TSLA","Tesla: California will investigate 
TSLA
 over Autopilot safety & marketing, according to CNBC
  (264.31 
-0.90
)
CNBC
 "
"24-Jul-23  09:44 ET","TSLA","Tesla: UBS downgrades to Neutral; recent rally fully reflects the strong demand response seen after the price cuts
  (258.21 
-1.81
)
UBS analyst Patrick Hummel commented, ""We downgrade to Neutral because we think the recent strong share performance fully reflects the strong demand response seen after the price cuts, as well as a solid execution in 2024. Q2 results validated the pricing strategy with a small decline in auto gross margin ex-credits by $400/car q/q, despite a decline in ASP by $900/car q/q. Going forward, upside risk to consensus seems very limited because strong execution is already fully reflected. Also, (1) deliveries are guided down q/q for Q3 on temporary production halts; (2) opex is on the rise due to Cybertruck, Dojo and other projects; (3) any step-change in margins will depend predominantly on progress made on the autonomy front, and it would seem overly optimistic to anticipate this for the next 12 months. We continue to see Tesla globally leading the race to affordable electric and autonomous mobility, but on a 1-year view, risk/reward looks balanced.""
CNBC
 talks more about the downgrade.
 "
"20-Jul-23  11:12 ET","TSLA","Story Stocks: Tesla fails to steer around margin concerns in Q2, sending shares in reverse (
TSLA
)
Record vehicle deliveries and moderating raw materials prices helped Tesla (
TSLA
) drive past 2Q23 EPS and revenue expectations, but the EV makers' declining margins, aggressive investment plans, and warning that more price cuts may be on the way have the stock in reverse today.With shares...
  Full Article 
 "
"20-Jul-23  10:14 ET","TSLA","Tesla fails to steer around margin concerns in Q2, sending shares in reverse
  (273.55 
-17.71
)
Record vehicle deliveries and moderating raw materials prices helped 
Tesla
 (
TSLA
) drive past 2Q23 EPS and revenue expectations, but the EV makers' declining margins, aggressive investment plans, and warning that more price cuts may be on the way have the stock in reverse today.
With shares skyrocketing by about 140% this year, resulting in a steep 1-year forward P/E of around 60x, 
TSLA
 had little room for error. While there are plenty of positives, including a reaffirm of FY23 production of 1.8 mln vehicles, the blemishes are significant enough to elicit a profit-taking pullback.
Heading into the report, a popular narrative was that 
TSLA
's margins were set to stabilize in Q2, setting the stage for meaningful improvements in 2H23. Now, however, that presumption looks premature after 
TSLA
's automotive gross margin slipped to about 18%, while GAAP gross margin dove by 682 bps yr/yr to 18.2%, missing expectations. 
The bigger issue, though, is that Elon Musk signaled that more margin-eroding price cuts could soon be on the way as the EV price war rages on. Compared to a year ago, the average selling price has already fallen by nearly 20%.
After digesting that news, earnings call participants were greeted by Musk's proclamation that 
TSLA
 will spend more than $1.0 bln by the end of 2024 to develop a supercomputer called ""Dojo."" That disclosure isn't sitting too well with investors who are becoming increasingly anxious about 
TSLA
's profitability. 
In typical Musk fashion, the eccentric CEO promised that the investments in Dojo, which is accumulating massive amounts of video data from 
TSLA
 vehicles, will ultimately make the company's current financial metrics ""look silly."" Dojo will be used to power 
TSLA
's full self-driving (FSD) technology and is viewed by Musk as the key to substantially increasing the value of current and future vehicles.
Musk is comfortable with the idea of sacrificing margins for volume since more cars on the road now equates to greater FSD-related revenue down the road. Of course, Musk has over-promised and under-delivered on the development of FSD, so investors are taking his statements with a grain of salt. 
On that note, during the earnings call, he said that he thinks FSD will be better than human driving capability by the end of this year.
Speaking of ""looking silly"", the Cybertruck was another main topic last night, with Musk seemingly walking back the expectation that deliveries will begin in Q1. Instead, he simply stated that the first deliveries are slated for later this year and that production will gradually increase in 2024.
Overall, it's a mixed bag for 
TSLA
 with sales remaining very healthy, but at the expense of margins. Participants wanted to come away from this report with the feeling that margins have bottomed out and are set to improve in 2H, but that didn't happen, resulting in a profit-taking sell-off.
 "
"20-Jul-23  06:01 ET","TSLA","Tesla: Key comments from conference call last night
  (291.26)
The company achieved record vehicle production and deliveries.
Dojo training computer is designed to significantly reduce the cost of neural net training. Also expects to use Nvidia (NVDA) for training computers.
Tesla has more units on the road collecting AI data
The company continues to target 1.8mm vehicle deliveries this year, although it expects that Q3 production will be a little bit down because of summer shutdowns for a lot of factory upgrades.
The short-term variances in gross margin and profitability really are minor relative to the long-term picture.
When interest rates rise, the company said it has to reduce the price of the car because the interest payments increase the price of the car.
CyberTruck has a lot of new technology in it.
CyberTruck deliveries will start in 2023 and production will increase in 2024.
 "
"19-Jul-23  16:10 ET","TSLA","Tesla beats by $0.11, beats on revs, GAAP gross margin of 18.2%, reaffirms FY23 guidance for deliveries of about 1.8 mln 
  (291.26 
-2.08
)
Reports Q2 (Jun) earnings of $0.91 per share, excluding non-recurring items, 
$0.11 
better than
 the FactSet Consensus of $0.80; revenues rose 47.2% year/year to $24.93 bln vs the $24.22 bln FactSet Consensus.
Total Deliveries of 466,140, up 83% yr/yr.
Total GAAP gross margin decreased 682 bps y/yr to 18.2%.
Operating income decreased slightly to $2.4B in Q2, resulting in a 9.6% operating margin. Operating income was impacted by reduced ASP due to mix and pricing, cost of production ramp of 4680 cells and other related charges, and - increase in Operating expenses driven by Cybertruck, AI and other large projects.
Outlook
: ""We are planning to grow production as quickly as possible in alignment with the 50% CAGR target we began guiding to in early 2021. In some years we may grow faster and some we may grow slower, depending on a number of factors. 
For 2023, we expect to remain ahead of the long-term 50% CAGR with around 1.8 million vehicles for the year.""
 "
"19-Jul-23  16:05 ET","TSLA","Tesla prelim Q2 $0.91 vs $0.80 FactSet Consensus; revs $24.93 bln vs $24.22 bln FactSet Consensus
 
 "
"19-Jul-23  15:11 ET","TSLA","Tesla shares lower by 0.2% ahead of earnings tonight after the close
  (292.69 
-0.66
)
 
 "
"19-Jul-23  12:37 ET","TSLA","Tesla earnings preview - Price-cutting strategy has amped up demand, but margins remain a focal point
  (294.37 
+1.03
)
After the close, 
Tesla 
(
TSLA
) is scheduled to report 2Q23 earnings with a conference call set to follow at 5:30 p.m. ET. The electric vehicle maker's earnings report is expected to be posted on the Investor Relations page of its website at about 4:05 p.m., followed soon thereafter by a press release.
The current FactSet consensus estimate stands at EPS of $0.80 and $24.2 bln, reflecting an estimated yr/yr EPS decline of 65% on a 43% increase in revenue.
On July 3, 
TSLA
 reported record Q2 deliveries of 466,140 (+83% yr/yr), exceeding expectations while illustrating that its aggressive price-cutting strategy has amped up demand
. 
Similar to last quarter, 
TSLA
's automotive gross margin (excluding regulatory credits) will be under the spotlight as participants assess the impact of the company's price cuts.
 In Q1, automotive gross margin cratered by five percentage points sequentially to about 16%, while 
TSLA
's overall gross margin of 19% fell well short of estimates.
The general expectation among analysts is that margins will bottom out this quarter before improving in 2H23. With production and volumes ramping up at the Austin, TX and Berlin, Germany factories, manufacturing efficiencies should be improving, providing a boost to automotive gross margins.
The big news this week was that 
TSLA
 built its first Cybertruck at the Austin, TX factory
. During the Q1 earnings call in April, Elon Musk commented that there's a ""tremendous amount of demand"" for Cybertruck, which represents 
TSLA
's first new vehicle launch since it introduced the Model Y SUV in 2020. However, Cybertruck won't move the needle much this year in terms of deliveries and revenue as 
TSLA
 gradually ramps up production. Next year, though, Cybertruck is poised to become a significant growth catalyst.
TSLA
's production guidance, which should be provided in the shareholder deck, will also be closely monitored. Last quarter, the company reaffirmed its expectation to deliver about 1.8 mln vehicles in FY23
, representing impressive yr/yr growth of 31%. Elon Musk upped the ante during the earnings call, though, stating that the company may be able to reach the 2.0 mln mark this year for deliveries.
The stock is red-hot heading into the report, soaring by about 140% on a year-to-date basis. In turn, the stock's valuation has reached sky-high levels with a 1-year forward P/E of around 60x.
 The impressive rally and rich valuation raises the risk of a sell-the-news reaction, but it's also worth keeping in mind that 
TSLA
 hasn't missed EPS expectations since 2Q19. (PVIEW)
 "
"17-Jul-23  14:07 ET","TSLA","Tesla aiming to create largest German auto factory, according to WSJ
  (288.13 
+6.68
)
WSJ
 "
"17-Jul-23  11:44 ET","TSLA","Story Stocks: Tesla receives another jolt after announcing initial Cybertruck production (
TSLA
)
Tesla (
TSLA
) shares have been supercharged over the past two months, surging by about 75% since mid-May, and now the stock is amped up again after the company announced that the first Cybertruck was built at its Austin, Texas facility. Originally planned for production in 2021, the Cybertruck has...
  Full Article 
 "
