"symbol_time","symbol","cell_text"
"19-Jul-23  12:37 ET","TSLA","Tesla earnings preview - Price-cutting strategy has amped up demand, but margins remain a focal point
  (294.37 
+1.03
)
After the close, 
Tesla 
(
TSLA
) is scheduled to report 2Q23 earnings with a conference call set to follow at 5:30 p.m. ET. The electric vehicle maker's earnings report is expected to be posted on the Investor Relations page of its website at about 4:05 p.m., followed soon thereafter by a press release.
The current FactSet consensus estimate stands at EPS of $0.80 and $24.2 bln, reflecting an estimated yr/yr EPS decline of 65% on a 43% increase in revenue.
On July 3, 
TSLA
 reported record Q2 deliveries of 466,140 (+83% yr/yr), exceeding expectations while illustrating that its aggressive price-cutting strategy has amped up demand
. 
Similar to last quarter, 
TSLA
's automotive gross margin (excluding regulatory credits) will be under the spotlight as participants assess the impact of the company's price cuts.
 In Q1, automotive gross margin cratered by five percentage points sequentially to about 16%, while 
TSLA
's overall gross margin of 19% fell well short of estimates.
The general expectation among analysts is that margins will bottom out this quarter before improving in 2H23. With production and volumes ramping up at the Austin, TX and Berlin, Germany factories, manufacturing efficiencies should be improving, providing a boost to automotive gross margins.
The big news this week was that 
TSLA
 built its first Cybertruck at the Austin, TX factory
. During the Q1 earnings call in April, Elon Musk commented that there's a ""tremendous amount of demand"" for Cybertruck, which represents 
TSLA
's first new vehicle launch since it introduced the Model Y SUV in 2020. However, Cybertruck won't move the needle much this year in terms of deliveries and revenue as 
TSLA
 gradually ramps up production. Next year, though, Cybertruck is poised to become a significant growth catalyst.
TSLA
's production guidance, which should be provided in the shareholder deck, will also be closely monitored. Last quarter, the company reaffirmed its expectation to deliver about 1.8 mln vehicles in FY23
, representing impressive yr/yr growth of 31%. Elon Musk upped the ante during the earnings call, though, stating that the company may be able to reach the 2.0 mln mark this year for deliveries.
The stock is red-hot heading into the report, soaring by about 140% on a year-to-date basis. In turn, the stock's valuation has reached sky-high levels with a 1-year forward P/E of around 60x.
 The impressive rally and rich valuation raises the risk of a sell-the-news reaction, but it's also worth keeping in mind that 
TSLA
 hasn't missed EPS expectations since 2Q19. (PVIEW)
 "
"17-Jul-23  14:07 ET","TSLA","Tesla aiming to create largest German auto factory, according to WSJ
  (288.13 
+6.68
)
WSJ
 "
"17-Jul-23  06:01 ET","TSLA","Tesla announces that first Cybertruck has been built in Texas
  (281.38)
Tweet
 "
"03-Jul-23  10:55 ET","TSLA","Story Stocks: Tesla's record deliveries in Q2, helped by price cuts and healthy demand, spark a nice gap up (
TSLA
)
  (280.08 
+18.31
)
Ongoing price cuts and U.S. tax credits for electric vehicles (EVs) again offset the broader economic headwinds in Q2, including higher interest rates and sticky inflation, fueling Tesla's (
TSLA
 +7%) record deliveries in the quarter and energizing the stock. Tesla delivered 466,140 vehicles in Q2,...
  Full Article 
 "
"03-Jul-23  10:12 ET","TSLA","Tesla's record deliveries in Q2, helped by price cuts and healthy demand, spark a nice gap up today
  (280.63 
+18.86
)
Ongoing price cuts and U.S. tax credits for electric vehicles (EVs) again offset the broader economic headwinds in Q2, including higher interest rates and sticky inflation, fueling 
Tesla's (
TSLA
 +7%)
 record deliveries in the quarter and energizing the stock. Tesla delivered 466,140 vehicles in Q2, nicely ahead of street estimates and a 10.5% improvement from the previous quarter, which was also a record. 
 Tesla's delivery report may also not be the sole factor sending its shares higher today. Several other EV manufacturers, including 
Rivian (RIVN)
, 
XPeng (XPEV)
, 
NIO (NIO)
, and 
Li Auto (LI)
, each registered solid delivery figures in Q2 and June, a broader reflection of underlying health within the EV industry. The upbeat reports are also lifting other non-pure EV OEMs, such as 
Ford (F)
, 
General Motors (GM)
, and 
Volkswagen (VWAGY)
. 
Tesla divides its deliveries into Model S/X (higher-priced models) and Model 3/Y (lower-priced models). Its lower-priced Model 3/Y group exhibited notable strength, with deliveries up a whopping 87.4% yr/yr and 8.4% sequentially to 446,915. The yr/yr growth showcased the pent-up demand following a lengthy chip shortage that hindered production last year. 
 Meanwhile, Model S/X deliveries were the inverse, climbing 19.0% yr/yr and 79.8% sequentially to 19,225. The massive leap from Q1 is due to January price cuts, which were most significant across the Model S and X lineup, not taking effect until March. Additional reductions in April also saw Tesla's higher-tier lineup receive larger discounts than the Model 3 and Y. 
However, even though the slashed prices helped power higher deliveries, it likely came at the further expense of margins. Last quarter, this worry partly contributed to a notable sell-off. Tesla also did see margin erosion during Q1, with total gross margins contracting by 977 bps yr/yr and 450 bps sequentially to 19.3%, well shy of analyst expectations. 
 Furthermore, a disparity between production (479,700) and deliveries (466,140) remained relatively wide in Q2. When production continues to exceed deliveries, it signals rising inventories, a reflection of potential demand weakness. However, the discrepancy continued to narrow over the past three quarters on an absolute and percentage basis. Additionally, management remarked last quarter that the production/delivery difference resulted from the company moving to a more-regional balanced mix of build and deliveries.
  Tesla's recent price cuts to qualify its vehicle lineup for the new U.S. tax credits have sparked a significant rally in deliveries over the past two quarters. Unlike after its Q1 report, investors applaud Tesla's numbers from Q2, a reflection of dissipating worries that China-based competitors are stealing market share and macroeconomic conditions are eroding demand. 
 Although margins will likely undergo another quarter of contraction in Q2 (scheduled for July 19), Tesla's actions have spurred considerable demand. They may also accelerate its long-term goal of reaching 20 mln in annual deliveries. With Tesla's charging technology quickly becoming the U.S. standard following deals with Ford and GM and its long-awaited Cybertruck slated for launch this year, the company is showing no signs of letting off the throttle despite its shares already surging over 140% YTD.  
 "
"03-Jul-23  06:01 ET","TSLA","Tesla reports Q2 deliveries of 466,140 vehicles
  (261.77)
In the second quarter, co produced nearly 479,700 vehicles and delivered over 466,140 vehicles.
 "
"28-Jun-23  11:19 ET","TSLA","Tesla discounted Model Y in Canada, according to Drive Tesla Canada
  (257.04 
+6.76
)
Drive Tesla Canada
 "
"26-Jun-23  13:34 ET","TSLA","Tesla is recalling certain 2023 Model 3 and Model Y vehicles; the pyrotechnic battery disconnect may be defective.
  (246.23 
-10.32
)
Release
 "
"23-Jun-23  14:07 ET","TSLA","Tesla charging plug will be mandated in Washington state, according to Reuters
  (259.88 
-4.79
)
Reuters
 "
"23-Jun-23  11:15 ET","TSLA","Tesla: Barron's out cautious on 
TSLA
  (257.00 
-7.57
)
Barron's
 "
"23-Jun-23  07:14 ET","TSLA","Tesla: Ron Baron in CNBC interview says he expects 
TSLA
 will reach $500/share by 2025
  (264.61)
 
 "
"13-Jun-23  06:01 ET","TSLA","Tesla: CharIN stands behind CCS and MCS, but also supports the standardization of Tesla NACS
  (249.83)
Release
 "
"09-Jun-23  10:21 ET","TSLA","Tesla shares amped up again after General Motors (GM) partners with company to access its charging stations
  (252.09 
+17.23
)
The good news keeps pouring in for 
Tesla
 (
TSLA
), which is trading at its highest levels since early October of last year, with the stock receiving yet another boost  courtesy of 
General Motors
 (
GM
). About two weeks after rival 
Ford Motor
 (
F
) reached an agreement with 
TSLA
 that provides its EV customers with access to Tesla Superchargers, GM announced a similar deal with 
TSLA
 last night. Specifically, the partnership will allow GM's EV drivers to use 12,000 Tesla Superchargers across North America starting in 2024 in a move that market participants are viewing as a win-win situation.
For 
TSLA
, the benefit of these agreements with GM and Ford is two-fold.
First, and most importantly, providing GM and Ford access to its Superchargers will likely give it an insurmountable lead in the race to establish an industry standard for charging. Currently, there are two primary charging systems in the market: the North American Charging Standard (NACS) design that 
TSLA
 has adopted, and the Combined Charging System (CCS) used by GM, Ford, and other EV makers.
Initially, GM customers will need to use an adapter to access 
TSLA
's Supercharger stations, but beginning in 2025, the company's EVs will be built with a NACS inlet, removing the need for an adapter. 
With GM and Ford switching over to the NACS connector design, 
TSLA
's charging network will significantly expand while likely ultimately becoming the single standard. A more robust charging network across the country will make 
TSLA
's vehicles even more marketable, reducing customers' concerns about inadequate charging options on the roadways.
Second, 
TSLA
 will generate substantially more revenue from its Supercharger stations. In 3Q23, Services and Other Revenue, which includes paid Supercharging fees, increased by 44% to $1.8 bln. 
Although the Services and Other category only represented about 8% of 
TSLA
's total revenue in Q3, that percentage should increase as GM and Ford EV customers begin accessing its charging stations. 
For some context, GM has said that it will have the capacity to build 1.0 mln EVs in North America by 2025, while Ford is targeting a 2.0 mln EV run rate by 2026.
From GM's perspective, the upside of partnering with 
TSLA
 is that it will instantly and significantly expand the charging network for its customers, without having to invest in the buildout of its own system. CEO Mary Barra commented that collaborating with 
TSLA
 ""knocks down a possible barrier to car buyers, some of whom worry about adequate charging"" on the roads.
The main takeaway is that this agreement with GM is another big win for 
TSLA
, amplifying a bullish sentiment that has defined the stock over the past month. Earlier this week, it was reported that all trims of the company's Model 3 sedan now officially qualify for the full $7,500 tax credit, following a report from 
Electrek
 on May 25 that 
TSLA
's Model Y became the world's best-selling car. Looking further down the road, the upcoming launch of the Cybertruck later this summer could represent the next catalyst for 
TSLA
.
 "
"08-Jun-23  11:23 ET","TSLA","Tesla aiming to produce 375,000 Cybertrucks every year, according to Electrek
  (232.43 
+8.01
)
Electrek
 "
"08-Jun-23  09:15 ET","TSLA","Tesla aiming to build EUR 4.5 bln plant in Spain, according to Reuters
  (224.57)
Reuters
 "
"06-Jun-23  11:00 ET","TSLA","Tesla Model 3 cars officially added to list of vehicles that qualify for $7500 tax credit
  (217.38 
-0.22
)
Fuel Economy Government Website
 "
"05-Jun-23  17:39 ET","TSLA","Tesla lower following report Panasonic will boost battery output at its Gigafactory in Nevada, according to Nikkei
  (220.52 
+6.55
)
Nikkei
 "
"05-Jun-23  09:36 ET","TSLA","Tesla's China made EV sales increased 2.4% in May month/month, according to Reuters
  (220.21 
+6.24
)
Reuters
 "
"01-Jun-23  09:20 ET","TSLA","Tesla increases discounts on Model 3 inventory in Canada and US, according to Drive Tesla Canada
  (203.93)
Drive Tesla Canada
 "
"31-May-23  15:22 ET","TSLA","Tesla plans to showcase updated Model 3 in Shanghai, according to Bloomberg
  (199.67 
-1.50
)
Bloomberg
 "
"25-May-23  17:30 ET","TSLA","Tesla mostly unchanged after the Model Y becomes world's best-selling car, according to Electrek
  (184.47 
+1.57
)
Electrek
 "
"19-May-23  15:02 ET","TSLA","Tesla offering discounts on some Model 3 cars, according to Reuters
  (179.46 
+2.58
)
Reuters
 "
"16-May-23  17:32 ET","TSLA","Tesla shareholder meeting: CEO Elon Musk expects the engineering and design of its next-gen Roadster EV to be completed this year
  (166.52 
+0.17
)
 
 "
"16-May-23  17:23 ET","TSLA","Tesla shareholder meeting: CEO Elon Musk when answering a question states that it may try advertising
  (166.52 
+0.17
)
 
 "
"16-May-23  17:00 ET","TSLA","Tesla shareholder meeting: working towards developing an EV that is cheaper than a gasoline vehicle 
  (166.52 
+0.17
)
 
 "
"16-May-23  16:57 ET","TSLA","Tesla shareholder meeting: Model Y on track to become best selling vehicle globally in 2023
  (166.52 
+0.17
)
 
 "
"16-May-23  16:54 ET","TSLA","Tesla shareholder meeting: mentioned two new products that will be ""head and shoulders"" above anything in the industry; estimates will make over 5.0 mln units of these two new products combined; did not unveil anything today
  (166.52 
+0.17
)
 
 "
"16-May-23  16:43 ET","TSLA","Tesla during shareholder meeting: CEO Elon Musk notes next 12 months will be challenging; banks not looking to increase auto loan exposure given current environment
  (166.52 
+0.17
)
 
 "
"15-May-23  06:52 ET","TSLA","Tesla: China orders recall of 1.1 mln 
TSLA
 cars to fix accelerator pedal problem, according to Economic Times
  (167.98)
Economic Times
 "
"12-May-23  15:11 ET","TSLA","Tesla shares give up early gains and are now down 2% after Elon Musk confirmed that Linda Yaccarino will become the new CEO of Twitter
  (168.31 
-3.86
)
 
 "
"12-May-23  10:20 ET","TSLA","Tesla: Clean Technica reporting on ""rumors"" that Elon Musk will also step aside as Tesla CEO
  (173.74 
+1.71
)
Clean Technica
 "
"10-May-23  06:01 ET","TSLA","Tesla tweets ""Giga Texas achieves production of 5k Model Y/week""
  (169.15)
Tweet
 "
"24-Apr-23  06:43 ET","TSLA","Tesla disclosed in 10Q filing that it expects its  capital expenditures to be between $7-9 billion in 2023 and in each of the following two fiscal years
  (165.08)
""Our capital expenditures are typically difficult to project beyond the short-term given the number and breadth of our core projects at any given time, and may further be impacted by uncertainties in future global market conditions. We are simultaneously ramping new products, ramping manufacturing facilities on three continents, piloting the development and manufacture of new battery cell technologies and investing in autonomy and other artificial intelligence enabled products, and the pace of our capital spend may vary depending on overall priority among projects, the pace at which we meet milestones, production adjustments to and among our various products, increased capital efficiencies and the addition of new projects. Owing and subject to the foregoing as well as the pipeline of announced projects under development, all other continuing infrastructure growth and varying levels of inflation, we currently expect our capital expenditures to be between $7.00 to $9.00 billion in 2023 and in each of the following two fiscal years.""
 "
"20-Apr-23  10:26 ET","TSLA","Tesla's aggressive price cutting strategy puts major dent in margins, sending stock in reverse
  (167.02 
-13.57
)
The million-dollar question heading into 
Tesla's
 (
TSLA
) 1Q23 earnings report was whether the electric vehicle maker's margins would at least meet expectations following a series of price cuts in the U.S. and China.
Last night, investors didn't receive the answer they were looking for as automotive gross margin (excluding regulatory credits) cratered by five percentage points sequentially to about 16%, while 
TSLA
's overall gross margin of 19% fell well short of estimates. 
Some may recall that CFO Zachary Kirkhorn stated that FY23 automotive gross margin should stay above 20% for FY23, but a steep drop in ASPs this quarter pushed the metric below that floor level.
Despite the plunge in gross margin, 
TSLA
 still managed to meet EPS estimates. 
However, 
TSLA
's profitability and cash flow on a yr/yr basis is heading in reverse. Specifically, net income and free cash flow tumbled by 22% and 80%, respectively. Making matters worse for the stock, CEO Elon Musk signaled during the earnings call that more price cuts could be on the horizon, stating that he intends to continue leveraging the company's position as a cost leader.
Essentially, Musk is creating a price war in the EV market -- whether he wants to admit it or not -- in order to protect/gain market share and grow volumes, at the expense of profits. This isn't a positive development for other EV makers, especially for up-and-coming companies like 
Rivian 
(
RIVN
) or 
Lucid Group
 (
LCID
) that are already being squeezed by manufacturing inefficiencies due to low production volumes.
It's also not a positive for 
TSLA
 -- at least, not in the short-term. The stock is not cheap, trading with a Forward P/E of nearly 50x. With the ""E"" component of that valuation metric set to decline, the ""P"" component will have to follow suit in order to avoid a valuation that truly reaches nose-bleed levels.
On the positive side, 
TSLA
 did reaffirm its expectation to deliver about 1.8 mln vehicles in FY23, representing impressive yr/yr growth of 31%. 
In fact, just like last quarter, Musk said that the company may be able to reach the 2 mln mark this year for deliveries. Even as Musk predicts more ""stormy weather"" for the economy this year, he expects that demand will hold up quite well.
Additionally, Mr. Kirkhorn noted that cost reductions and improved efficiency at its new factories should support improved margins later this year. Whether those factors are enough to fully offset the price cuts and drive automotive gross margin back above 20% remains to be seen, but at least the trend for improved production efficiency is accelerating.
The main takeaway is that 
TSLA
's aggressive price cutting strategy is having a worse-than-feared impact on its margins and profits, which is a bad recipe for an expensive stock. From a longer-term perspective, the company's strategy to drive volume higher and extend its lead in the EV market will probably pay dividends, but it's going to be bumpy ride for investors as its profits dwindle.
 "
"20-Apr-23  06:01 ET","TSLA","Tesla comments from conference call
  (180.59)
The company reduced prices considerably in early Q1, but its operating margin remains among the best in the industry. The company is under the view that pushing for higher volumes and a larger fleet is the right choice here versus a lower volume and higher margin. The company expects its vehicles, over time, will be able to generate significant profit through autonomy.
Regarding the Cybertruck, the company continues to build Alpha versions of the Cybertruck and the company is anticipating having delivery event in Q3.
The company thinks full self-driving technology will launch this year.
 Elon musk said he expects 12 months of ""stormy weather"" in economy.
Co sees FY23 production of 1.8 mln units, but they have a ""shot"" at 2 mln this year.
 "
"19-Apr-23  16:12 ET","TSLA","Tesla reports EPS in-line, revs in-line; automotive gross margin of approximately 21.0%; for FY23, expects to remain ahead of long-term 50% CAGR with about 1.8 mln cars for year
  (180.59 
-3.72
)
Reports Q1 (Mar) earnings of $0.85 per share, 
in-line
 with the S&P Capital IQ Consensus of $0.85; revenues rose 24.4% year/year to $23.33 bln vs the $23.36 bln S&P Capital IQ Consensus.
Doesn't provide a specific automotive gross margin metric like it has in past quarters. Taking total automotive revenue of $19.96 bln and total automotive cost of revenues of $15.76 bln, we calculate an automotive gross margin of 21.0%.
Total deliveries of 422,875, up 36%.
Reports reduced ASP YoY (excluding FX impact).
Outlook: We are planning to grow production as quickly as possible in alignment with the 50% CAGR target we began guiding to in early 2021. In some years we may grow faster and some we may grow slower, depending on a number of factors. For 2023, we expect to remain ahead of the long-term 50% CAGR with around 1.8 million cars for the year.
 "
"19-Apr-23  16:03 ET","TSLA","Tesla prelim Q1 $0.85 vs $0.85 S&P Capital IQ Consensus Estimate; revs $23.33 bln vs $23.36 bln S&P Capital IQ Consensus Estimate
 
 "
"19-Apr-23  12:10 ET","TSLA","Tesla earnings preview -- Price cuts and their impact on automotive gross margin will be under the spotlight tonight
  (181.46 
-2.85
)
After the close, leading electric vehicle maker 
Tesla 
(
TSLA
) is scheduled to report 1Q23 earnings with a conference call set to follow at 5:30 p.m. E.T. The company's earnings report is expected to be posted on the Investor Relations page of its website at about 4:05 p.m., followed soon thereafter by a press release.
For the quarter, 
TSLA
 is expected to post EPS and revenue of $0.85 and $23.36 bln, respectively. On a yr/yr basis, an inline quarter would equate to a yr/yr EPS decline of 74%, on a revenue increase of 24.5%.
The main story revolving around 
TSLA
 over the past several months has been its steady stream of price cuts and the anticipated impact on automotive gross margin from those price cuts. Just last night, the company once again lowered its prices, this time reducing the price on each version of its Model Y SUV by $3,000 and cutting the cost on the base Model 3 by nearly 5%.
This round of cuts marks the sixth time that 
TSLA
 has reduced prices over the past year. Recall that in January, the company slashed U.S. prices by as much as 20% on the Model Y and Model 3 vehicles in order to qualify those vehicles for tax credits under the Inflation Reduction Act.
Prior to the U.S. price cuts, 
TSLA
 looked to spark demand in China by lowering prices for all versions of its Model 3 and Model Y cars in October, and then again in January.
From a demand perspective, the pricing strategy has been a clear success. When 
TSLA
 reported Q4 earnings in late January, CEO Elon Musk stated that January had so far seen the strongest orders on a year-to-date basis in the company's history, and that orders are coming in at almost twice the rate of production.
Fast forward to April 3, and 
TSLA
 reported a new quarterly record for deliveries, which increased by 36% yr/yr to 422,875, slightly topping analysts' estimates. Model 3 and Model Y were especially strong with combined deliveries of 412,180, up 40% yr/yr, illustrating the positive impact from the price cuts.
The big question heading into this earnings report, though, is how severe of an impact those price cuts have had on 
TSLA
's automotive gross margin
. Last quarter, automotive gross margin dipped by 466 bps yr/yr to 25.9% -- even as ASPs were up on a yr/yr basis -- as the launch of new plants in Austin, TX and Berlin, Germany weighed on margins. Most of the price cuts didn't take hold until Q1, so the yr/yr decline in automotive gross margin could be pretty jarring tonight.
CFO Zachary Kirkhorn has stated that FY23 automotive gross margin should remain above 20% with average selling prices in the high $40K range.
 Therefore, if automotive gross margin comes in comfortably ahead of that 20% mark, that could be a positive catalyst for the stock.
TSLA
's annual production guidance will be another closely monitored item. In the Q4 earnings report, the company guided for production of 1.8 mln vehicles this year, equating to yr/yr growth of about 37%.
 However, Musk revealed that internal projections are targeting production closer to 2.0 mln vehicles and that he wanted to remain conservative with the published guidance due to uncertainties regarding the supply chain and economy. Should 
TSLA
 produce 2.0 mln vehicles this year, that would equate to yr/yr growth of 46%.
Finally, 
TSLA
's recent history of outperforming analysts' expectations is encouraging. On that note, the company has exceeded EPS and revenue estimates in seven of the past eight quarters, 
 "
"17-Apr-23  13:48 ET","TSLA","Only 10 EV models among four different manufactures will qualify for EV tax credit, according to Bloomberg
  (184.45 
-0.55
)
Bloomberg
 (potential related stocks: 
GM
, 
STLA
, 
F
, 
TSLA
)
 "
"14-Apr-23  13:42 ET","TSLA","Tesla CEO Elon Musk wants to create a new artificial intelligence start up and has purchased processors from Nvidia (NVDA), according to FT
  (183.54 
-2.35
)
FT
 (potential related stocks: 
GOOG
, 
MSFT
, 
AI, NVDA
)
 "
"12-Apr-23  13:36 ET","TSLA","Tesla aiming to introduce Powerwall 3, according to Electrek
  (183.77 
-3.03
)
Electrek
 "
"10-Apr-23  06:01 ET","TSLA","Tesla announces that its next Megafactory will be in Shanghai -- capable of producing 10k Megapacks per year
  (185.06)
Tweet
 "
"10-Apr-23  06:01 ET","TSLA","Tesla in proxy filing on Thursday night amended the investment collateralization cap for CEO Elon Musk to $3.5 bln or 25% of total value of pledged stock
  (185.06)
 
 "
"06-Apr-23  16:55 ET","TSLA","Tesla in filing: Board nominates Elon Musk, Robyn Denholm, and JB Straubel for election as Class I directors
  (185.06 
-0.46
)
 
 "
"06-Apr-23  16:29 ET","TSLA","Tesla inching lower on plans to expand use of iron-based batteries in Semi electric trucks and an affordable EV, according to Reuters
  (185.06 
-0.46
)
Reuters
 "
"05-Apr-23  16:22 ET","TSLA","Tesla adopted amendments to its bylaws to provide proxy access to stockholders, update procedures for director nominations, and make other technical changes
  (185.52 
-7.06
)
Specifically, an amendment has been added to provide a proxy access right permitting a stockholder, or a group of up to 20 stockholders, owning 3% or more of Tesla's outstanding common stock continuously for at least three years to nominate and include in Tesla's proxy materials director nominees constituting up to the greater of  20% of the Board or two directors, provided that the stockholder and the nominee satisfy the requirements specified in the Bylaws.  
 "
"03-Apr-23  06:01 ET","TSLA","Tesla reports Q1 production of 440,808 vehicles
  (207.46)
In the first quarter, we produced over 440,000 vehicles and delivered over 422,000 vehicles. 
 "
"31-Mar-23  06:44 ET","TSLA","Tesla CEO Elon Mush plans to visit China, according to Reuters
  (195.28)
Reuters
 "
"31-Mar-23  06:28 ET","TSLA","Tesla recalls 35 semi trucks over brake issue
  (195.28)
""Certain Tesla Semi trucks are equipped with a supplier-provided electronically controlled parking brake valve module that may intermittently fail to transition when the parking brake is engaged or disengaged, which could then result in the parking brakes not being set or released.""
Release
 "
"30-Mar-23  14:49 ET","TSLA","Tesla considering building battery plant in Texas; plans will involve China's CATL, according to Bloomberg
  (195.76 
+1.88
)
Bloomberg
 "
